"SourceRoot","RelativePath","Extension","SizeBytes","Modified","FullPath"
"整车上市公司","H股\零跑汽车\Q1报告截图\08_经营利润与净亏损原文_P6.png",".png","130261","2026-08-08 19:34:05","D:\BaiduSyncdisk\上市公司\整车上市公司\H股\零跑汽车\Q1报告截图\08_经营利润与净亏损原文_P6.png"
"整车上市公司","H股\零跑汽车\Q1报告截图\09_现金流详解原文_P6.png",".png","240337","2026-08-08 19:34:05","D:\BaiduSyncdisk\上市公司\整车上市公司\H股\零跑汽车\Q1报告截图\09_现金流详解原文_P6.png"
"整车上市公司","H股\零跑汽车\Q1报告截图\10_关于零跑_Stellantis与一汽_P7.png",".png","345383","2026-08-08 19:34:05","D:\BaiduSyncdisk\上市公司\整车上市公司\H股\零跑汽车\Q1报告截图\10_关于零跑_Stellantis与一汽_P7.png"
"整车上市公司","H股\零跑汽车\零跑_单家解读_竖屏图表.html",".html","10509","2026-08-08 19:32:19","D:\BaiduSyncdisk\上市公司\整车上市公司\H股\零跑汽车\零跑_单家解读_竖屏图表.html"
"整车上市公司","H股\零跑汽车\零跑汽车_重新认识_视频素材.html",".html","19176","2026-08-08 19:32:21","D:\BaiduSyncdisk\上市公司\整车上市公司\H股\零跑汽车\零跑汽车_重新认识_视频素材.html"
"整车上市公司","H股\零跑汽车\零跑汽车产业版图_v1问答式_备份.html",".html","25819","2026-08-08 19:32:20","D:\BaiduSyncdisk\上市公司\整车上市公司\H股\零跑汽车\零跑汽车产业版图_v1问答式_备份.html"
"整车上市公司","H股\零跑汽车\零跑汽车产业版图_视频素材.html",".html","18251","2026-08-08 19:32:20","D:\BaiduSyncdisk\上市公司\整车上市公司\H股\零跑汽车\零跑汽车产业版图_视频素材.html"
"整车上市公司","H股\蔚来\0001104659-26-041765-xbrl\nio-20251231x20f.htm",".htm","5358825","2026-08-08 19:34:04","D:\BaiduSyncdisk\上市公司\整车上市公司\H股\蔚来\0001104659-26-041765-xbrl\nio-20251231x20f.htm"
"整车上市公司","H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex12d1.htm",".htm","11849","2026-08-08 19:34:04","D:\BaiduSyncdisk\上市公司\整车上市公司\H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex12d1.htm"
"整车上市公司","H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex12d2.htm",".htm","12016","2026-08-08 19:34:04","D:\BaiduSyncdisk\上市公司\整车上市公司\H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex12d2.htm"
"整车上市公司","H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex13d1.htm",".htm","5055","2026-08-08 19:34:04","D:\BaiduSyncdisk\上市公司\整车上市公司\H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex13d1.htm"
"整车上市公司","H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex13d2.htm",".htm","5147","2026-08-08 19:34:05","D:\BaiduSyncdisk\上市公司\整车上市公司\H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex13d2.htm"
"整车上市公司","H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex15d1.htm",".htm","1857","2026-08-08 19:34:04","D:\BaiduSyncdisk\上市公司\整车上市公司\H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex15d1.htm"
"整车上市公司","H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex15d2.htm",".htm","9220","2026-08-08 19:34:04","D:\BaiduSyncdisk\上市公司\整车上市公司\H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex15d2.htm"
"整车上市公司","H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex4d44.htm",".htm","15443","2026-08-08 19:34:03","D:\BaiduSyncdisk\上市公司\整车上市公司\H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex4d44.htm"
"整车上市公司","H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex4d46.htm",".htm","97210","2026-08-08 19:34:03","D:\BaiduSyncdisk\上市公司\整车上市公司\H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex4d46.htm"
"整车上市公司","H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex4d51.htm",".htm","119075","2026-08-08 19:34:03","D:\BaiduSyncdisk\上市公司\整车上市公司\H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex4d51.htm"
"整车上市公司","H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex4d52.htm",".htm","153339","2026-08-08 19:34:03","D:\BaiduSyncdisk\上市公司\整车上市公司\H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex4d52.htm"
"整车上市公司","H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex4d53.htm",".htm","528016","2026-08-08 19:34:04","D:\BaiduSyncdisk\上市公司\整车上市公司\H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex4d53.htm"
"整车上市公司","H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex4d54.htm",".htm","454432","2026-08-08 19:34:05","D:\BaiduSyncdisk\上市公司\整车上市公司\H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex4d54.htm"
"整车上市公司","H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex8d1.htm",".htm","22199","2026-08-08 19:34:05","D:\BaiduSyncdisk\上市公司\整车上市公司\H股\蔚来\0001104659-26-041765-xbrl\nio-20251231xex8d1.htm"
"整车上市公司","other\20260830 19个车企DPO账期排名_2026H1.html",".html","11965","2026-08-30 15:18:13","D:\BaiduSyncdisk\上市公司\整车上市公司\other\20260830 19个车企DPO账期排名_2026H1.html"
"整车上市公司","other\2026年公众号\车企分类\9大国有车企及新能源品牌全景.html",".html","14607","2026-08-08 19:31:32","D:\BaiduSyncdisk\上市公司\整车上市公司\other\2026年公众号\车企分类\9大国有车企及新能源品牌全景.html"
"整车上市公司","other\2026年公众号\车企分类\公众号——19家上市公司六条生存路径\公众号封面_1比1.png",".png","5735042","2026-08-14 09:04:47","D:\BaiduSyncdisk\上市公司\整车上市公司\other\2026年公众号\车企分类\公众号——19家上市公司六条生存路径\公众号封面_1比1.png"
"整车上市公司","other\2026年公众号\车企分类\公众号——19家上市公司六条生存路径\公众号封面_2.35比1.png",".png","4529689","2026-08-14 09:04:44","D:\BaiduSyncdisk\上市公司\整车上市公司\other\2026年公众号\车企分类\公众号——19家上市公司六条生存路径\公众号封面_2.35比1.png"
"整车上市公司","other\2026年公众号\车企分类\公众号——19家上市公司六条生存路径\手绘_01_规模制造型.png",".png","1256929","2026-08-08 19:31:34","D:\BaiduSyncdisk\上市公司\整车上市公司\other\2026年公众号\车企分类\公众号——19家上市公司六条生存路径\手绘_01_规模制造型.png"
"整车上市公司","other\2026年公众号\车企分类\公众号——19家上市公司六条生存路径\手绘_02_爆款跨盈亏线型.png",".png","1179410","2026-08-08 19:31:34","D:\BaiduSyncdisk\上市公司\整车上市公司\other\2026年公众号\车企分类\公众号——19家上市公司六条生存路径\手绘_02_爆款跨盈亏线型.png"
"整车上市公司","other\2026年公众号\车企分类\公众号——19家上市公司六条生存路径\手绘_03_全球品牌矩阵型.png",".png","1200771","2026-08-08 19:31:34","D:\BaiduSyncdisk\上市公司\整车上市公司\other\2026年公众号\车企分类\公众号——19家上市公司六条生存路径\手绘_03_全球品牌矩阵型.png"
"整车上市公司","other\2026年公众号\车企分类\公众号——19家上市公司六条生存路径\手绘_04_传统集团转型型.png",".png","1158180","2026-08-08 19:31:34","D:\BaiduSyncdisk\上市公司\整车上市公司\other\2026年公众号\车企分类\公众号——19家上市公司六条生存路径\手绘_04_传统集团转型型.png"
"整车上市公司","other\2026年公众号\车企分类\公众号——19家上市公司六条生存路径\手绘_05_高投入技术押注型.png",".png","1347184","2026-08-08 19:31:34","D:\BaiduSyncdisk\上市公司\整车上市公司\other\2026年公众号\车企分类\公众号——19家上市公司六条生存路径\手绘_05_高投入技术押注型.png"
"整车上市公司","other\2026年公众号\车企分类\公众号——19家上市公司六条生存路径\手绘_06_合作与细分利润型.png",".png","1090366","2026-08-08 19:31:34","D:\BaiduSyncdisk\上市公司\整车上市公司\other\2026年公众号\车企分类\公众号——19家上市公司六条生存路径\手绘_06_合作与细分利润型.png"
"整车上市公司","other\2026年公众号\车企分类\公众号——19家上市公司六条生存路径\手绘_总览_6种赚钱模式.png",".png","1275321","2026-08-08 19:31:34","D:\BaiduSyncdisk\上市公司\整车上市公司\other\2026年公众号\车企分类\公众号——19家上市公司六条生存路径\手绘_总览_6种赚钱模式.png"
"整车上市公司","other\2026年公众号\车企分类\整车上市公司19家全景图_视频素材.html",".html","46209","2026-08-08 19:31:32","D:\BaiduSyncdisk\上市公司\整车上市公司\other\2026年公众号\车企分类\整车上市公司19家全景图_视频素材.html"
"整车上市公司","other\电池消费税\电池消费税_短视频框架图.html",".html","7037","2026-08-08 19:32:29","D:\BaiduSyncdisk\上市公司\整车上市公司\other\电池消费税\电池消费税_短视频框架图.html"
"整车上市公司","other\电池消费税\电池消费税_短视频框架图.png",".png","1189612","2026-08-08 19:32:29","D:\BaiduSyncdisk\上市公司\整车上市公司\other\电池消费税\电池消费税_短视频框架图.png"
"整车上市公司","other\电池消费税\电池消费税_自产误区_图示.html",".html","5678","2026-08-08 19:32:29","D:\BaiduSyncdisk\上市公司\整车上市公司\other\电池消费税\电池消费税_自产误区_图示.html"
"整车上市公司","other\电池消费税\电池消费税_自产误区_图示.png",".png","869517","2026-08-08 19:32:30","D:\BaiduSyncdisk\上市公司\整车上市公司\other\电池消费税\电池消费税_自产误区_图示.png"
"整车上市公司","other\电池消费税\公告原文_财政部海关税务2026年第20号_电池消费税调整.html",".html","16446","2026-08-08 19:32:29","D:\BaiduSyncdisk\上市公司\整车上市公司\other\电池消费税\公告原文_财政部海关税务2026年第20号_电池消费税调整.html"
"整车上市公司","other\电池消费税\官方解读_电池消费税_上海证券报.html",".html","23438","2026-08-08 19:32:29","D:\BaiduSyncdisk\上市公司\整车上市公司\other\电池消费税\官方解读_电池消费税_上海证券报.html"
"整车上市公司","other\电池消费税\官方解读_电池消费税为何调整_人民网专家答问.html",".html","39071","2026-08-08 19:32:29","D:\BaiduSyncdisk\上市公司\整车上市公司\other\电池消费税\官方解读_电池消费税为何调整_人民网专家答问.html"
"整车上市公司","特斯拉\特斯拉_毛利_算不清_视频素材.html",".html","28332","2026-08-08 19:31:32","D:\BaiduSyncdisk\上市公司\整车上市公司\特斯拉\特斯拉_毛利_算不清_视频素材.html"
"整车上市公司","特斯拉\特斯拉_上市全景链图谱_视频素材.html",".html","16644","2026-08-08 19:31:32","D:\BaiduSyncdisk\上市公司\整车上市公司\特斯拉\特斯拉_上市全景链图谱_视频素材.html"
"整车上市公司","特斯拉\特斯拉到底是做什么的_动态版.html",".html","69509","2026-08-08 19:31:32","D:\BaiduSyncdisk\上市公司\整车上市公司\特斯拉\特斯拉到底是做什么的_动态版.html"
"整车上市公司","特斯拉\特斯拉到底是做什么的_视频素材.html",".html","65251","2026-08-08 19:31:32","D:\BaiduSyncdisk\上市公司\整车上市公司\特斯拉\特斯拉到底是做什么的_视频素材.html"
